project_id,street_name,limits,cnn,project_name_full,owner,description_full,dpw_project_class,facility_type,project_status,start_date,end_date,duration,facility_indicator,facility_subindicator,group_code,facility_type_description,create_date,modify_date,project_type,project_url,X,Y,latitude,longitude,location
DPW0767_PR_80,CLEARFIELD DR,GELLERT DR to LAKE MERCED BLVD (190 - 199),4148000,Various Locations Pavement Renovation No 64,,,Paving,Roadway,Committed,06/22/2023 12:00:00 AM,06/21/2024 12:00:00 AM,365,Roadway Surface,,10037782,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5986017.54917,2094284.40974,37.72969871119261,-122.49065405453484,"(37.72969871119261, -122.49065405453484)"
DPW0290_PR_62,SUNSET BLVD,YORBA ST intersection,33563000,PW Sunset Blvd Pavement Renovation,,,Paving,Roadway,Planned,07/30/2023 12:00:00 AM,07/29/2024 12:00:00 AM,365,Roadway Surface,,10037890,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5985087.13448,2096243.47778,37.73502339975514,-122.49401487743621,"(37.73502339975514, -122.49401487743621)"
DPW0090_PR_19,FILLMORE ST,BAY ST \ CERVANTES BLVD to NORTH POINT ST (3601 - 3637) -- WEST --,5569101,Joint - MTA Lead - Fillmore St Pavement Renovation,,,Paving,Roadway,Planned,05/18/2027 12:00:00 AM,05/17/2028 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002118.006,2120682.513,37.803108767988775,-122.43688218121383,"(37.803108767988775, -122.43688218121383)"
DPW0939_PR_79,LAKE MERCED BLVD,FONT BLVD to HIGUERA AVE (724 - 748) -- EAST --,8049101,"Brotherhood Way, Holloway Ave and Lake Merced Blvd Pavement Renovation",,,Paving,Roadway,Planned,08/19/2025 12:00:00 AM,08/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5987577.489,2091187.588,37.72128664583711,-122.48503412347353,"(37.72128664583711, -122.48503412347353)"
DPW0767_PR_71,38TH AVE,JUDAH ST to KIRKHAM ST (1400 - 1499),1853000,Various Locations Pavement Renovation No 64,,,Paving,Roadway,Committed,06/22/2023 12:00:00 AM,06/21/2024 12:00:00 AM,365,Roadway Surface,,10037782,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5984334.02162,2105308.29519,37.75986880930704,-122.49728757070608,"(37.75986880930704, -122.49728757070608)"
DPW0740_PR_37,29TH AVE,TARAVAL ST intersection,23282000,Joint - SFMTA Lead - PW Taraval Street Improvement Project West Portal to Sunset Blvd,,,Paving,Roadway,Started,12/01/2021 12:00:00 AM,10/30/2023 12:00:00 AM,698,Roadway Surface,,2815J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5987344.79085,2098947.13983,37.74257878524538,-122.48640789156013,"(37.74257878524538, -122.48640789156013)"
DPW0571_PR_83,MAGELLAN AVE,PACHECO ST to UNNAMED 036 (282 - 298) -- NORTH --,8619201,PW Various Locations No49 Infrastructure Improvements,,1133I,Paving,Roadway,Started,11/01/2021 12:00:00 AM,10/28/2022 12:00:00 AM,361,Roadway Surface,,10033116,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5994455.989,2100137.113,37.74625810628471,-122.46190590155013,"(37.74625810628471, -122.46190590155013)"
DPW0567_PR_58,MANSELL ST,BRUSSELS ST to GOETTINGEN ST (201 - 299) -- SOUTH --,8667101,PW As Needed Concrete Panel Replacement,,,Paving,Roadway,Started,11/11/2019 12:00:00 AM,11/04/2022 12:00:00 AM,1089,Roadway Surface,,2935J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011156.603,2090514.6,37.720784020524796,-122.40348001808806,"(37.720784020524796, -122.40348001808806)"
DPW0740_PR_7,TARAVAL ST,20TH AVE to 21ST AVE (1000 - 1099),12396000,Joint - SFMTA Lead - PW Taraval Street Improvement Project West Portal to Sunset Blvd,,,Paving,Roadway,Started,12/01/2021 12:00:00 AM,10/30/2023 12:00:00 AM,698,Roadway Surface,,2815J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5989980.68268,2099037.10248,37.742979090097755,-122.47730042112381,"(37.742979090097755, -122.47730042112381)"
DPW0765_PR_99,CRESPI DR,CARDENAS AVE to JUAN BAUTISTA CIR (101 - 199) -- SOUTH --,4507101,Various Locations Pavement Renovation No 68,,,Paving,Roadway,Planned,11/23/2023 12:00:00 AM,11/22/2024 12:00:00 AM,365,Roadway Surface,,10037805,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5989944.147,2090253.902,37.71886054644032,-122.47678516316756,"(37.71886054644032, -122.47678516316756)"
DPW0606_PR_153,MORAGA ST,24TH AVE to 25TH AVE (1800 - 1899),9349000,Various Locations Pavement Renovation No 57,,1250I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,02/26/2024 12:00:00 AM,574,Roadway Surface,,10036360,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5988577.60344,2103753.69,37.75584807695935,-122.48249735509589,"(37.75584807695935, -122.48249735509589)"
DPW0682_PR_163,19TH ST,CORBETT AVE intersection,32919000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999193.37989,2104854.87877,37.75948351394029,-122.4458638850263,"(37.75948351394029, -122.4458638850263)"
DPW1012_PR_307,COLE ST,FREDERICK ST intersection,26410000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5998010.84298,2107518.32066,37.766729060520554,-122.45014564061417,"(37.766729060520554, -122.45014564061417)"
DPW0762_PR_128,GRATTAN ST,COLE ST to SHRADER ST (100 - 199),6424000,Various Locations Pavement Renovation No 69,,,Paving,Roadway,Planned,12/20/2023 12:00:00 AM,12/18/2024 12:00:00 AM,364,Roadway Surface,,10038032,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997938.88915,2106502.08002,37.76393460357252,-122.45032125223835,"(37.76393460357252, -122.45032125223835)"
DPW1012_PR_289,EUGENIA AVE,MOULTRIE ST intersection,21214000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007743.76573,2097730.78289,37.74040686496323,-122.41578789106767,"(37.74040686496323, -122.41578789106767)"
DPW0682_PR_179,NEWCOMB AVE,QUINT ST intersection,20688000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6013628.28433,2096881.38726,37.73840365465645,-122.39538190545458,"(37.73840365465645, -122.39538190545458)"
DPW0941_PR_25,JERROLD AVE,PHELPS ST to QUINT ST (1700 - 1799),7498000,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014565.11636,2097581.13237,37.740377070765355,-122.39219169495115,"(37.740377070765355, -122.39219169495115)"
DPW0597_PR_68,ANDOVER ST,BENTON AVE intersection,21193000,Various Locations Pavement Renovation No 52 and Sewer Replacement,,,Paving,Roadway,Started,02/07/2022 12:00:00 AM,06/04/2023 12:00:00 AM,482,Roadway Surface,,10035252,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007370.52519,2095378.9825,37.733928349510705,-122.41691182911025,"(37.733928349510705, -122.41691182911025)"
DPW0631_PR_82,ALABAMA ST,17TH ST to MARIPOSA ST (400 - 499),2110000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008943.5794,2106136.55957,37.763554621132165,-122.41223334256405,"(37.763554621132165, -122.41223334256405)"
DPW0767_PR_106,GELLERT DR,MIDDLEFIELD DR intersection,23135000,Various Locations Pavement Renovation No 64,,,Paving,Roadway,Committed,06/22/2023 12:00:00 AM,06/21/2024 12:00:00 AM,365,Roadway Surface,,10037782,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5987214.83862,2094296.51151,37.72980180480201,-122.48651583724082,"(37.72980180480201, -122.48651583724082)"
DPW0763_PR_95,08TH ST,TEHAMA ST to CLEMENTINA ST (230 - 265),410000,"8th St, Clay St and Leavenworth St Pavement Renovation",,,Paving,Roadway,Planned,07/14/2024 12:00:00 AM,07/13/2025 12:00:00 AM,364,Roadway Surface,,10038034,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009435.86842,2110517.42159,37.77561106462457,-122.41084008529006,"(37.77561106462457, -122.41084008529006)"
DPW0685_PR_144,19TH ST,ARKANSAS ST intersection,23735000,Various Locations Pavement Renovation No 56,,,Paving,Roadway,Committed,10/08/2022 12:00:00 AM,10/07/2023 12:00:00 AM,364,Roadway Surface,,10035992,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6012941.85081,2105191.79002,37.761184034116866,-122.39833820247625,"(37.761184034116866, -122.39833820247625)"
DPW0684_PR_140,SAN BRUNO AVE,HALE ST to SILVER AVE (2362 - 2399),11372000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010586.08999,2094866.28443,37.73270094017023,-122.40575848416306,"(37.73270094017023, -122.40575848416306)"
DPW0467_PR_33,STEINER ST,PINE ST to CALIFORNIA ST (2000 - 2099),12139000,Various Locations Pavement Renovation No 38 and Sewer Replacement,,,Paving,Roadway,Started,01/06/2020 12:00:00 AM,11/30/2022 12:00:00 AM,1059,Roadway Surface,,2928J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002437.09651,2115253.06838,37.788219038833574,-122.43538934711343,"(37.788219038833574, -122.43538934711343)"
DPW1012_PR_272,ALPHA ST,CAMPBELL AVE intersection,20329000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011010.15071,2088190.93239,37.714395506533094,-122.40382283762138,"(37.714395506533094, -122.40382283762138)"
DPW0929_PR_31,SACRAMENTO ST,WAVERLY PL to PAGODA PL (822 - 875),11230000,Various Locations Pavement Renovation No 80,,,Paving,Roadway,Planned,04/16/2025 12:00:00 AM,04/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010686.57825,2116924.79472,37.79327424512539,-122.40696526312404,"(37.79327424512539, -122.40696526312404)"
DPW0933_PR_1,08TH ST,TOWNSEND ST to DIVISION ST (700 - 799),418000,Various Locations Pavement Renovation No 79,,,Paving,Roadway,Planned,03/19/2025 12:00:00 AM,03/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011469.838,2108402.971,37.769919119861136,-122.40365524014557,"(37.769919119861136, -122.40365524014557)"
DPW0649_PR_3,COSO AVE,PROSPECT AVE intersection,21298000,Joint - SFWD Lead - Prospect Ave Pavement Renovation (WD-2718),,,Paving,Roadway,Started,01/03/2022 12:00:00 AM,11/24/2023 12:00:00 AM,690,Roadway Surface,,2903J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007363.62481,2099672.76017,37.74571772377632,-122.41723985079216,"(37.74571772377632, -122.41723985079216)"
DPW0761_PR_135,SACRAMENTO ST,SPRING ST intersection,24732000,Various Locations Pavement Renovation No 71,,,Paving,Roadway,Planned,05/23/2024 12:00:00 AM,05/24/2025 12:00:00 AM,366,Roadway Surface,,10037891,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011541.31518,2117042.88894,37.793646295509326,-122.40401611420377,"(37.793646295509326, -122.40401611420377)"
DPW0765_PR_167,OCEAN AVE,HOWTH ST to GENEVA AVE (801 - 899) -- SOUTH --,9816101,Various Locations Pavement Renovation No 68,,,Paving,Roadway,Planned,11/23/2023 12:00:00 AM,11/22/2024 12:00:00 AM,365,Roadway Surface,,10037805,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997549.992,2091564.961,37.72289866528528,-122.45058936525562,"(37.72289866528528, -122.45058936525562)"
DPW0682_PR_169,19TH ST,SEWARD ST to CLOVER LN (4600 - 4613),991000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000619.91584,2104655.41929,37.759017197835774,-122.4409159236273,"(37.759017197835774, -122.4409159236273)"
DPW1012_PR_368,34TH AVE,RIVERA ST to SANTIAGO ST (2200 - 2299),1756000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5985758.52466,2099913.58357,37.74513979032079,-122.49196379564417,"(37.74513979032079, -122.49196379564417)"
DPW0764_PR_128,TURK BLVD,TEMESCAL TER to PARKER AVE (2850 - 2899),12747000,Various Locations Pavement Renovation No 67,,,Paving,Roadway,Planned,10/20/2023 12:00:00 AM,10/20/2024 12:00:00 AM,366,Roadway Surface,,10037804,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997297.27852,2111595.55939,37.777883244913184,-122.45290805430714,"(37.777883244913184, -122.45290805430714)"
DPW0633_PR_140,CAMPBELL AVE,GOETTINGEN ST intersection,20305000,Various Locations Pavement Renovation No 54,,,Paving,Roadway,Started,03/14/2022 12:00:00 AM,06/10/2024 12:00:00 AM,819,Roadway Surface,,10035995,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011657.70487,2088345.45589,37.71485595213299,-122.40159547461025,"(37.71485595213299, -122.40159547461025)"
DPW0683_PR_128,LARKIN ST,TURK ST intersection,25147000,Various Locations Pavement Renovation No 62,,,Paving,Roadway,Planned,11/13/2023 12:00:00 AM,11/11/2024 12:00:00 AM,364,Roadway Surface,,10037764,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007608.47037,2113019.64293,37.782378929281904,-122.41733888068991,"(37.782378929281904, -122.41733888068991)"
DPW0932_PR_7,39TH AVE,TARAVAL ST to ULLOA ST (2400 - 2499),1879000,Various Locations Pavement Renovation No 73,,,Paving,Roadway,Planned,08/18/2024 12:00:00 AM,08/17/2025 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5984257.22635,2098500.23234,37.74117124442184,-122.49705064253999,"(37.74117124442184, -122.49705064253999)"
DPW0090_PR_41,FILLMORE ST,MOULTON ST intersection,26750000,Joint - MTA Lead - Fillmore St Pavement Renovation,,,Paving,Roadway,Planned,05/18/2027 12:00:00 AM,05/17/2028 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002356.36239,2119333.8517,37.7994192286441,-122.43596078547095,"(37.7994192286441, -122.43596078547095)"
DPW1012_PR_237,STEINER ST,WILMOT ST to PINE ST (1924 - 1999),12138000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002473.09728,2114993.39785,37.78750809435698,-122.435246209693,"(37.78750809435698, -122.435246209693)"
DPW0631_PR_78,23RD ST,03RD ST to TENNESSEE ST (800 - 899),1234000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015742.08334,2103013.951,37.75535974075367,-122.38850129022454,"(37.75535974075367, -122.38850129022454)"
DPW1041_PR_15,MISSION ST,09TH ST to WASHBURN ST (1300 - 1333),9105000,Joint - SFMTA MUNI Forward Lead - Mission Downtown West,,,Paving,Roadway,Planned,05/18/2025 12:00:00 AM,05/17/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008260.43764,2110704.98755,37.77606009807588,-122.41491947875251,"(37.77606009807588, -122.41491947875251)"
DPW0688_PR_11,JUANITA WAY,FOWLER AVE to EVELYN WAY (58 - 99),7632000,"Claremont, Juanita, and Yerba Buena Pavement Renovation",,,Paving,Roadway,Committed,03/18/2023 12:00:00 AM,03/16/2024 12:00:00 AM,364,Roadway Surface,,10037323,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5996993.21478,2099130.45352,37.74363979356754,-122.45305987496988,"(37.74363979356754, -122.45305987496988)"
DPW1012_PR_231,SHRADER ST,BEULAH ST to FREDERICK ST (800 - 899),11858000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5997653.30233,2107644.36034,37.7670546666126,-122.45139139861182,"(37.7670546666126, -122.45139139861182)"
DPW0929_PR_36,WASHINGTON ST,HYDE ST to LARKIN ST (1500 - 1599),13430000,Various Locations Pavement Renovation No 80,,,Paving,Roadway,Planned,04/16/2025 12:00:00 AM,04/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007282.18394,2117104.05008,37.79357534598656,-122.41875744180562,"(37.79357534598656, -122.41875744180562)"
DPW1022_PP_148,ALABAMA ST,25TH ST to 26TH ST (1300 - 1399),2119000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6009278.19725,2101299.17717,37.75029103159772,-122.41073435421465,"(37.75029103159772, -122.41073435421465)"
DPW0941_PR_60,CARROLL AVE,KEITH ST intersection,20488000,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014114.25662,2091980.39936,37.72497355747653,-122.39335876150724,"(37.72497355747653, -122.39335876150724)"
DPW0935_PR_24,TARAVAL ST,MADRONE AVE to FOREST SIDE AVE (138 - 199),12386000,Various Locations Pavement Renovation No 77,,,Paving,Roadway,Planned,01/12/2025 12:00:00 AM,01/11/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5992874.19321,2099148.24814,37.74345172949648,-122.46730362060697,"(37.74345172949648, -122.46730362060697)"
DPW0681_PR_139,WAYLAND ST,CAMBRIDGE ST to OXFORD ST (1500 - 1599),13515000,Various Locations Pavement Renovation No 58,,,Paving,Roadway,Committed,03/22/2023 12:00:00 AM,09/21/2024 12:00:00 AM,549,Roadway Surface,,10037256,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007141.283,2091292.069,37.722693685885524,-122.41741485377449,"(37.722693685885524, -122.41741485377449)"
DPW1012_PR_117,FLORIDA ST,16TH ST to 17TH ST (300 - 399),5620000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009196.52532,2106621.22172,37.764899582332596,-122.4113927210605,"(37.764899582332596, -122.4113927210605)"
DPW1022_PP_72,38TH AVE,KIRKHAM ST intersection,27781000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,5984345.73799,2104967.72955,37.758934398096116,-122.49722190993714,"(37.758934398096116, -122.49722190993714)"
DPW0932_PR_40,41ST AVE,YORBA ST to SLOAT BLVD (2794 - 2799),1925000,Various Locations Pavement Renovation No 73,,,Paving,Roadway,Planned,08/18/2024 12:00:00 AM,08/17/2025 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5983607.29246,2096061.41064,37.73443679262445,-122.49911768868192,"(37.73443679262445, -122.49911768868192)"
DPW0763_PR_117,LEAVENWORTH ST,GEARY ST to POST ST (600 - 699),8244000,"8th St, Clay St and Leavenworth St Pavement Renovation",,,Paving,Roadway,Planned,07/14/2024 12:00:00 AM,07/13/2025 12:00:00 AM,364,Roadway Surface,,10038034,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008347.17108,2114682.70096,37.786986818059404,-122.41490103504015,"(37.786986818059404, -122.41490103504015)"
DPW0631_PR_137,19TH ST,ALABAMA ST intersection,24034000,Various Locations Pavement Renovation No 53,,,Paving,Roadway,Committed,10/01/2022 12:00:00 AM,04/02/2024 12:00:00 AM,549,Roadway Surface,,10035251,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009008.54257,2104975.27064,37.76036963241039,-122.4119265860213,"(37.76036963241039, -122.4119265860213)"
DPW0763_PR_92,08TH ST,GROVE ST \ HYDE ST \ MARKET ST to STEVENSON ST (1 - 49),404000,"8th St, Clay St and Leavenworth St Pavement Renovation",,,Paving,Roadway,Planned,07/14/2024 12:00:00 AM,07/13/2025 12:00:00 AM,364,Roadway Surface,,10038034,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008416.34733,2111583.17187,37.77848014305416,-122.41444229774719,"(37.77848014305416, -122.41444229774719)"
DPW0290_PR_50,QUINTARA ST,SUNSET BLVD intersection,23418000,PW Sunset Blvd Pavement Renovation,,,Paving,Roadway,Planned,07/30/2023 12:00:00 AM,07/29/2024 12:00:00 AM,365,Roadway Surface,,10037890,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5984948.81284,2100905.91809,37.74781710829397,-122.49483674823523,"(37.74781710829397, -122.49483674823523)"
DPW1012_PR_214,PROSPECT AVE,ESMERALDA AVE to VIRGINIA AVE (100 - 199),10786000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6006833.771,2098688.564,37.74298553270993,-122.41900221836606,"(37.74298553270993, -122.41900221836606)"
DPW0682_PR_119,LEVANT ST,STATES ST to VULCAN STWY (7 - 84),8315000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000289.883,2106563.483,37.76423748087889,-122.44219429854434,"(37.76423748087889, -122.44219429854434)"
DPW1022_PP_20,DUNCAN ST,DUNCAN ST to CASTRO ST (538 - 599),5005000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6002846.67462,2099770.16053,37.745730006182356,-122.43286574480015,"(37.745730006182356, -122.43286574480015)"
